seq,rtt_m2h_ns
1788,14634000
1789,14635000
1790,14635000
1791,14639000
1792,14630000
1793,14638000
1794,14626000
1795,14642000
1796,14638000
1797,14639000
1798,14631000
1799,14631000
1800,14639000
1801,14639000
1802,14626000
1803,14647000
1804,14631000
1805,14643000
1806,14635000
1807,14627000
1808,13630000
1809,14646000
1810,14647000
1811,14639000
1812,14631000
1813,14659000
1814,14635000
1815,14630000
1816,14640000
1817,14639000
1818,14615000
1819,14627000
1820,14623000
1821,14643000
1822,14705000
1823,14643000
1824,14631000
1825,14652000
1826,14635000
1827,14646000
1828,14643000
1829,14643000
1830,14635000
1831,14651000
1832,14634000
1833,14631000
1834,14639000
1835,14638000
1836,14634000
1837,14635000
1838,14635000
1839,14623000
1840,14635000
1841,14642000
1842,14635000
1843,14643000
1844,14631000
1845,14639000
1846,14639000
1847,14639000
1848,14626000
1849,14627000
1850,14630000
1851,14643000
1852,14634000
1853,14638000
1854,14638000
1855,14631000
1856,14638000
1857,14639000
1858,14626000
1859,14638000
1860,14643000
1861,14646000
1862,14630000
1863,14651000
1864,14634000
1865,14635000
1866,14644000
1867,14639000
1868,14639000
1869,14651000
1870,14638000
1871,14646000
1872,14647000
1873,14634000
1874,14638000
1875,14647000
1876,14646000
1877,14642000
1878,14647000
1879,14647000
1880,14639000
1881,14659000
1882,14630000
1883,14634000
1884,14647000
1885,14646000
1886,14650000
1887,14646000
1888,14639000
1889,14643000
1890,14638000
1891,14642000
1892,14642000
1893,14635000
1894,14650000
1895,14647000
1896,14654000
1897,14650000
1898,14650000
1899,14635000
1900,14638000
1901,14662000
1902,14654000
1903,14658000
1904,14667000
1905,14662000
1906,14651000
1907,14671000
1908,14659000
1909,14675000
1910,14660000
1911,14638000
1912,14627000
1913,14635000
1914,14627000
1915,14630000
1916,14636000
1917,15640000
1918,15632000
1919,16628000
1920,16624000
1921,16645000
1922,16624000
1923,16632000
1924,16625000
1925,16628000
1926,16620000
1927,16629000
1928,16625000
1929,16629000
1930,16621000
1931,16628000
1932,16624000
1933,16637000
1934,16628000
1935,16621000
1936,16628000
1937,16624000
1938,16624000
1939,16632000
1940,16633000
1941,16636000
1942,16624000
